class_id,class_school,class_city,class_grade_inferred,class_total_missions,class_total_tasks,class_total_students,class_first_activity_date,class_last_activity_date,class_avg_quiz_seconds_taken,class_has_multi_week_activity,class_avg_completion_rate,class_distinct_task_names_by_id,class_peak_activity_slot
class_291,,苗栗縣,3,1,1,3,2025-02-03 23:54:00.000000 UTC,2025-02-12 14:48:00.000000 UTC,17.1,TRUE,0.66666666666666700,三上［認識分數],早自習
class_292,,臺中市,2,8,4,3,2025-02-04 04:14:00.000000 UTC,2025-05-07 03:07:00.000000 UTC,5.9464285714285700,TRUE,0.53333333333333300,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］&五上［異分母分數的比較與加減］,上課時間
class_293,,彰化縣,,1,1,3,2025-02-05 02:34:00.000000 UTC,2025-02-05 02:59:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_294,縣立冬山國中,宜蘭縣,,3,3,3,2025-02-11 05:28:00.000000 UTC,2025-03-07 06:37:00.000000 UTC,17.000000000000000,TRUE,0.5714285714285710,三上［認識分數]&四上［同分母分數的比較］&五上［異分母分數的比較與加減］,上課時間
class_295,市立喜樹國小,臺南市,,1,1,3,2025-02-26 06:23:00.000000 UTC,2025-02-26 06:23:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_296,,桃園市,,1,1,3,2025-02-26 06:45:00.000000 UTC,2025-02-26 06:45:00.000000 UTC,21.95,FALSE,0.33333333333333300,四上［同分母分數的比較］,上課時間
class_297,縣立清溝國小,宜蘭縣,,1,1,3,2025-02-26 06:52:00.000000 UTC,2025-02-26 06:52:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_298,縣立大潭國小,屏東縣,,3,3,3,2025-03-01 06:19:00.000000 UTC,2025-03-01 06:40:00.000000 UTC,38.80000000000000,FALSE,0.6,四上［同分母分數的比較］&四上［同分母分數加減］&五上［異分母分數的比較與加減］,放學後
class_299,縣立德武國小,花蓮縣,5,1,1,3,2025-03-03 06:30:00.000000 UTC,2025-03-03 06:30:00.000000 UTC,47.466666666666700,FALSE,1.0,五上［異分母分數的比較與加減］,課後輔導
class_300,縣立卓楓國小,花蓮縣,,1,1,3,2025-03-04 10:59:00.000000 UTC,2025-03-04 10:59:00.000000 UTC,35.111111111111100,FALSE,0.66666666666666700,五上［異分母分數的比較與加減］,放學後
class_301,縣立豐濱國小,花蓮縣,,1,1,3,2025-03-06 08:12:00.000000 UTC,2025-03-06 08:12:00.000000 UTC,43.533333333333300,FALSE,1.0,三上［認識分數],課後輔導
class_302,市立三慈國小,臺南市,4,1,1,3,2025-03-07 08:29:00.000000 UTC,2025-03-07 08:29:00.000000 UTC,24.333333333333300,FALSE,1.0,四上［同分母分數的比較］,課後輔導
class_303,市立南美國小,桃園市,3,2,2,3,2025-03-13 07:40:00.000000 UTC,2025-03-13 07:41:00.000000 UTC,35.055555555555600,FALSE,1.0,三上［認識分數]&四上［同分母分數的比較］,課後輔導
class_304,慈濟大學,花蓮縣,6,1,1,3,2025-03-31 06:05:00.000000 UTC,2025-04-19 06:25:00.000000 UTC,30.520000000000000,TRUE,0.33333333333333300,五上［異分母分數的比較與加減］,課後輔導
class_305,,桃園市,3,2,1,3,2025-04-03 03:49:00.000000 UTC,2025-04-03 07:04:00.000000 UTC,36.848484848484900,FALSE,0.8,三上［認識分數],上課時間
class_306,市立元生國小,桃園市,6,1,1,3,2025-04-10 23:44:00.000000 UTC,2025-04-15 23:52:00.000000 UTC,,TRUE,0.0,五上［異分母分數的比較與加減］,無資料
class_307,,臺北市,4,1,1,3,2025-04-22 08:46:00.000000 UTC,2025-04-28 08:12:00.000000 UTC,17.300000000000000,TRUE,0.33333333333333300,四上［同分母分數加減］,課後輔導
class_308,市立木柵國中,臺北市,4,3,2,3,2025-05-08 08:03:00.000000 UTC,2025-05-22 07:40:00.000000 UTC,43.880000000000000,TRUE,1.0,三上［認識分數]&四上［同分母分數加減］,上課時間
class_309,縣立大同國小,宜蘭縣,,1,1,3,2025-05-09 07:10:00.000000 UTC,2025-05-09 07:10:00.000000 UTC,14.555555555555600,FALSE,1.0,三上［認識分數],上課時間
class_310,,新北市,,1,1,3,2025-05-22 09:28:00.000000 UTC,2025-05-22 09:28:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_311,市立海山高中附設國中,新北市,8,1,1,3,2025-05-22 11:09:00.000000 UTC,2025-05-22 11:09:00.000000 UTC,10.200000000000000,FALSE,1.0,三上［認識分數],放學後
class_312,,臺北市,,1,1,2,2025-02-05 08:40:00.000000 UTC,2025-02-05 08:40:00.000000 UTC,10.2,FALSE,0.5,四上［同分母分數的比較］,課後輔導
class_313,,臺北市,10,1,1,2,2025-02-08 04:02:00.000000 UTC,2025-05-29 07:25:00.000000 UTC,29.75,TRUE,0.5,五上［異分母分數的比較與加減］,上課時間
class_314,市立石碇國小,新北市,,1,1,2,2025-02-17 08:14:00.000000 UTC,2025-02-17 08:14:00.000000 UTC,,FALSE,0.0,四上［同分母分數的比較］,無資料
class_315,,宜蘭縣,6,1,1,2,2025-02-17 09:03:00.000000 UTC,2025-02-17 09:03:00.000000 UTC,32.269230769230800,FALSE,0.5,五上［異分母分數的比較與加減］,課後輔導
class_316,市立德化國小,臺中市,,1,1,2,2025-02-20 05:03:00.000000 UTC,2025-02-21 04:58:00.000000 UTC,,FALSE,0.0,五上［異分母分數的比較與加減］,無資料
class_317,市立武崙國小,基隆市,5,1,1,2,2025-02-27 05:15:00.000000 UTC,2025-02-27 10:29:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_318,縣立人文國中(小),宜蘭縣,,2,2,2,2025-03-06 03:09:00.000000 UTC,2025-03-06 03:10:00.000000 UTC,60.385714285714300,FALSE,1.0,三上［認識分數]&四上［同分母分數的比較］,上課時間
class_319,縣立法治國小,南投縣,7,1,1,2,2025-03-09 15:12:00.000000 UTC,2025-03-12 11:10:00.000000 UTC,52.350000000000000,TRUE,1.0,五上［異分母分數的比較與加減］,放學後
class_320,市立龍潭國小,臺南市,6,1,1,2,2025-03-12 07:20:00.000000 UTC,2025-03-12 07:32:00.000000 UTC,131.61363636363600,FALSE,0.5,五上［異分母分數的比較與加減］,上課時間
class_321,,臺中市,1,2,1,2,2025-03-20 03:43:00.000000 UTC,2025-05-19 08:58:00.000000 UTC,4.0,TRUE,0.66666666666666700,三上［認識分數],課後輔導
class_322,縣立壯圍國小,宜蘭縣,4,1,1,2,2025-03-20 05:19:00.000000 UTC,2025-03-20 05:19:00.000000 UTC,40.200000000000000,FALSE,0.5,四上［同分母分數的比較］,放學後
class_323,市立景新國小,新北市,,1,1,2,2025-03-21 01:27:00.000000 UTC,2025-03-21 01:27:00.000000 UTC,38.0,FALSE,0.0,五上［異分母分數的比較與加減］,無資料
class_324,,高雄市,4,2,2,2,2025-03-25 05:35:00.000000 UTC,2025-03-25 05:37:00.000000 UTC,65.050000000000000,FALSE,0.25,四上［同分母分數的比較］&四上［同分母分數加減］,放學後
class_325,國立雲林科技大學,雲林縣,0,1,1,2,2025-03-31 06:27:00.000000 UTC,2025-03-31 06:27:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_326,市立關東國小,新竹市,6,1,1,2,2025-04-20 07:39:00.000000 UTC,2025-04-20 07:39:00.000000 UTC,18.941176470588200,FALSE,0.5,四上［同分母分數加減］,上課時間
class_327,縣立東里國小,花蓮縣,6,2,2,2,2025-04-25 07:06:00.000000 UTC,2025-05-09 06:44:00.000000 UTC,93.105263157894700,TRUE,1.0,三上［認識分數]&四上［同分母分數的比較］,上課時間
class_328,,臺中市,,6,3,2,2025-04-25 15:54:00.000000 UTC,2025-05-19 08:58:00.000000 UTC,13.280000000000000,TRUE,0.33333333333333300,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,上課時間
class_329,縣立德武國小,花蓮縣,3,1,1,2,2025-04-29 07:13:00.000000 UTC,2025-04-29 07:13:00.000000 UTC,12.766666666666700,FALSE,1.0,三上［認識分數],課後輔導
class_330,,臺北市,1,1,1,2,2025-04-30 10:07:00.000000 UTC,2025-04-30 10:07:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_331,楊梅國中秀才分校,桃園市,4,2,1,2,2025-05-07 07:33:00.000000 UTC,2025-05-27 03:32:00.000000 UTC,,TRUE,0.5,四上［同分母分數的比較］,上課時間
class_332,國立臺東大學,臺東縣,5,1,1,2,2025-05-12 07:51:00.000000 UTC,2025-05-12 07:51:00.000000 UTC,21.350000000000000,FALSE,1.0,四上［同分母分數的比較］,早自習
class_333,縣立水里國中,南投縣,8,1,1,2,2025-05-14 07:16:00.000000 UTC,2025-05-14 07:16:00.000000 UTC,57.025000000000000,FALSE,1.0,四上［同分母分數的比較］,課後輔導
class_334,市立德拉楠民族實驗小學,新北市,4,2,2,2,2025-05-15 07:47:00.000000 UTC,2025-05-15 07:48:00.000000 UTC,58.912500000000000,FALSE,1.0,四上［同分母分數的比較］&四上［同分母分數加減］,上課時間
class_335,市立福山國小,高雄市,3,3,1,2,2025-05-20 00:34:00.000000 UTC,2025-06-02 08:24:00.000000 UTC,27.142857142857100,TRUE,0.0,三上［認識分數],無資料
class_336,,高雄市,2,1,1,2,2025-05-27 02:44:00.000000 UTC,2025-05-27 02:44:00.000000 UTC,11.2,FALSE,0.5,三上［認識分數],上課時間
class_337,,新北市,,1,1,2,2025-06-02 03:22:00.000000 UTC,2025-06-02 04:12:00.000000 UTC,13.000000000000000,FALSE,1.0,四上［同分母分數的比較］,上課時間
class_338,市立草湖國小,臺中市,1,1,1,2,2025-06-05 01:49:00.000000 UTC,2025-06-05 01:50:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_339,私立大榮高中,高雄市,,1,1,2,2025-06-10 07:37:00.000000 UTC,2025-06-10 07:57:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_340,縣立員山國小,宜蘭縣,6,1,1,2,2025-06-12 08:24:00.000000 UTC,2025-06-12 08:24:00.000000 UTC,25.2,FALSE,0.5,三上［認識分數],課後輔導
class_341,縣立潮洋國小,彰化縣,3,1,1,2,2025-06-14 00:38:00.000000 UTC,2025-06-14 00:38:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_342,,桃園市,,1,1,1,2025-02-04 03:19:00.000000 UTC,2025-02-04 03:19:00.000000 UTC,,FALSE,0.0,五上［異分母分數的比較與加減］,無資料
class_343,縣立冬山國中,宜蘭縣,4,2,2,1,2025-02-04 06:45:00.000000 UTC,2025-02-10 05:24:00.000000 UTC,40.238095238095200,TRUE,1.0,四上［同分母分數的比較］&四上［同分母分數加減］,上課時間
class_344,市立忠孝國中,臺南市,2,1,1,1,2025-02-05 08:19:00.000000 UTC,2025-02-05 08:19:00.000000 UTC,83.760000000000000,FALSE,1.0,五上［異分母分數的比較與加減］,課後輔導
class_345,Future實驗教育機構,新北市,,1,1,1,2025-02-06 01:22:00.000000 UTC,2025-02-06 01:22:00.000000 UTC,23.8,FALSE,1.0,三上［認識分數],上課時間
class_346,,臺北市,,1,1,1,2025-02-06 08:42:00.000000 UTC,2025-02-06 08:42:00.000000 UTC,,FALSE,0.0,四上［同分母分數的比較］,無資料
class_347,,臺北市,,1,1,1,2025-02-06 08:44:00.000000 UTC,2025-02-06 08:44:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_348,縣立員山國小,宜蘭縣,,1,1,1,2025-02-09 13:45:00.000000 UTC,2025-02-09 13:45:00.000000 UTC,7.36,FALSE,1.0,五上［異分母分數的比較與加減］,放學後
class_349,臺東縣均一高中,臺東縣,,1,1,1,2025-02-11 02:01:00.000000 UTC,2025-02-11 02:01:00.000000 UTC,32.266666666666700,FALSE,1.0,三上［認識分數],上課時間
class_350,市立南安國小,臺南市,,1,1,1,2025-02-11 04:22:00.000000 UTC,2025-02-11 04:22:00.000000 UTC,,FALSE,0.0,五上［異分母分數的比較與加減］,無資料
class_351,縣立湖山國小,宜蘭縣,5,1,1,1,2025-02-11 08:29:00.000000 UTC,2025-02-11 08:29:00.000000 UTC,68.48,FALSE,1.0,五上［異分母分數的比較與加減］,課後輔導
class_352,縣立西勢國小,屏東縣,,1,1,1,2025-02-12 01:59:00.000000 UTC,2025-02-12 01:59:00.000000 UTC,14.6,FALSE,1.0,四上［同分母分數的比較］,上課時間
class_353,市立文林國小,新北市,4,2,2,1,2025-02-12 11:17:00.000000 UTC,2025-06-06 09:51:00.000000 UTC,21.800000000000000,TRUE,1.0,四上［同分母分數的比較］&五上［異分母分數的比較與加減］,放學後
class_354,,臺北市,,1,1,1,2025-02-15 03:10:00.000000 UTC,2025-02-15 03:10:00.000000 UTC,,FALSE,0.0,五上［異分母分數的比較與加減］,無資料
class_355,市立臺中國小,臺中市,,1,1,1,2025-02-17 12:18:00.000000 UTC,2025-02-17 12:18:00.000000 UTC,45.520000000000000,FALSE,1.0,五上［異分母分數的比較與加減］,放學後
class_356,市立右昌國中,高雄市,7,3,3,1,2025-02-18 02:43:00.000000 UTC,2025-02-18 02:44:00.000000 UTC,,FALSE,0.0,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,無資料
class_357,,臺中市,,1,1,1,2025-02-21 04:03:00.000000 UTC,2025-02-21 04:03:00.000000 UTC,,FALSE,0.0,四上［同分母分數的比較］,無資料
class_358,,臺北市,,1,1,1,2025-02-21 07:12:00.000000 UTC,2025-02-21 07:12:00.000000 UTC,,FALSE,0.0,四上［同分母分數的比較］,無資料
class_359,縣立蘭嶼高中,臺東縣,2,1,1,1,2025-02-22 07:49:00.000000 UTC,2025-02-22 07:49:00.000000 UTC,50.777777777777800,FALSE,0.0,五上［異分母分數的比較與加減］,無資料
class_360,市立培英國中,新竹市,,1,1,1,2025-02-25 14:18:00.000000 UTC,2025-02-25 14:18:00.000000 UTC,14.200000000000000,FALSE,1.0,三上［認識分數],放學後
class_361,市立仁和國小,桃園市,3,1,1,1,2025-02-28 06:17:00.000000 UTC,2025-02-28 06:17:00.000000 UTC,44.666666666666700,FALSE,1.0,三上［認識分數],上課時間
class_362,市立文林國小,新北市,,2,2,1,2025-02-28 11:22:00.000000 UTC,2025-06-11 10:47:00.000000 UTC,83.933333333333400,TRUE,1.0,四上［同分母分數加減］&五上［異分母分數的比較與加減］,上課時間
class_363,市立北門國小,新竹市,,1,1,1,2025-03-05 02:11:00.000000 UTC,2025-03-05 02:11:00.000000 UTC,,FALSE,0.0,五上［異分母分數的比較與加減］,無資料
class_364,,嘉義市,,1,1,1,2025-03-12 07:40:00.000000 UTC,2025-03-12 07:40:00.000000 UTC,17.0,FALSE,1.0,三上［認識分數],上課時間
class_365,縣立恆春國小,屏東縣,4,1,1,1,2025-03-13 06:40:00.000000 UTC,2025-03-13 06:40:00.000000 UTC,44.8,FALSE,1.0,四上［同分母分數的比較］,課後輔導
class_366,,基隆市,3,2,1,1,2025-03-13 10:46:00.000000 UTC,2025-04-03 05:23:00.000000 UTC,18.666666666666700,TRUE,0.5,三上［認識分數],課後輔導
class_367,,臺東縣,,1,1,1,2025-03-15 02:43:00.000000 UTC,2025-03-15 02:43:00.000000 UTC,12.066666666666700,FALSE,1.0,三上［認識分數],上課時間
class_368,,臺中市,4,1,1,1,2025-03-19 08:05:00.000000 UTC,2025-03-19 08:05:00.000000 UTC,2.6666666666666700,FALSE,1.0,三上［認識分數],課後輔導
class_369,,臺南市,3,1,1,1,2025-03-20 12:25:00.000000 UTC,2025-03-20 12:25:00.000000 UTC,25.133333333333300,FALSE,1.0,三上［認識分數],放學後
class_370,,臺中市,3,1,1,1,2025-03-21 13:56:00.000000 UTC,2025-03-21 13:56:00.000000 UTC,23.8,FALSE,1.0,三上［認識分數],上課時間
class_371,,花蓮縣,3,3,3,1,2025-03-26 00:11:00.000000 UTC,2025-03-26 00:13:00.000000 UTC,31.72727272727270,FALSE,1.0,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,早自習
class_372,市立瑞峰國小,臺中市,1,1,1,1,2025-03-26 02:20:00.000000 UTC,2025-03-26 02:20:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_373,國立東華大學,花蓮縣,3,1,1,1,2025-03-31 09:10:00.000000 UTC,2025-03-31 09:10:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_374,國立政治大學,臺北市,,1,1,1,2025-04-01 21:10:00.000000 UTC,2025-04-01 21:10:00.000000 UTC,3.9333333333333300,FALSE,1.0,三上［認識分數],學前
class_375,縣立大鳥國小,臺東縣,2,2,1,1,2025-04-10 09:02:00.000000 UTC,2025-04-29 08:28:00.000000 UTC,21.833333333333300,TRUE,1.0,三上［認識分數],課後輔導
class_376,市立崑山國小,臺南市,12,1,1,1,2025-04-11 14:01:00.000000 UTC,2025-04-11 14:01:00.000000 UTC,,FALSE,0.0,五上［異分母分數的比較與加減］,無資料
class_377,縣立壯圍國小,宜蘭縣,3,1,1,1,2025-04-17 10:47:00.000000 UTC,2025-04-17 10:47:00.000000 UTC,30.533333333333300,FALSE,1.0,三上［認識分數],放學後
class_378,,臺中市,3,2,2,1,2025-04-25 22:08:00.000000 UTC,2025-04-25 22:23:00.000000 UTC,7.3571428571428600,FALSE,1.0,三上［認識分數]&四上［同分母分數加減］,學前
class_379,,臺北市,,1,1,1,2025-04-30 10:08:00.000000 UTC,2025-04-30 10:08:00.000000 UTC,10.900000000000000,FALSE,1.0,四上［同分母分數的比較］,放學後
class_380,縣立中正國小,金門縣,,2,1,1,2025-05-03 00:33:00.000000 UTC,2025-05-03 00:33:00.000000 UTC,,FALSE,0.0,四上［同分母分數的比較］,無資料
class_381,,宜蘭縣,4,1,1,1,2025-05-06 10:28:00.000000 UTC,2025-05-06 10:28:00.000000 UTC,6.333333333333330,FALSE,1.0,三上［認識分數],放學後
class_382,縣立中正國小,澎湖縣,4,1,1,1,2025-05-08 05:29:00.000000 UTC,2025-05-08 05:29:00.000000 UTC,15.000000000000000,FALSE,1.0,三上［認識分數],上課時間
class_383,市立銘傳國小,臺北市,4,1,1,1,2025-05-09 04:10:00.000000 UTC,2025-05-09 04:10:00.000000 UTC,,FALSE,1.0,四上［同分母分數加減］,上課時間
class_384,,臺北市,3,1,1,1,2025-05-11 08:00:00.000000 UTC,2025-05-11 08:00:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_385,縣立重興國小,雲林縣,,1,1,1,2025-05-15 07:41:00.000000 UTC,2025-05-15 07:41:00.000000 UTC,73.2,FALSE,1.0,三上［認識分數],課後輔導
class_386,縣立中原國小,花蓮縣,,1,1,1,2025-05-15 11:17:00.000000 UTC,2025-05-15 11:17:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_387,縣立頭屋國小,苗栗縣,4,1,1,1,2025-05-16 00:08:00.000000 UTC,2025-05-16 00:08:00.000000 UTC,16.8,FALSE,1.0,四上［同分母分數的比較］,早自習
class_388,縣立北港國小,南投縣,3,1,1,1,2025-05-16 03:23:00.000000 UTC,2025-05-16 03:23:00.000000 UTC,23.066666666666700,FALSE,1.0,三上［認識分數],上課時間
class_389,,臺北市,,1,1,1,2025-05-22 06:21:00.000000 UTC,2025-05-22 06:21:00.000000 UTC,97.0,FALSE,0.0,四上［同分母分數的比較］,無資料
class_390,,新北市,4,1,1,1,2025-05-24 05:53:00.000000 UTC,2025-05-24 05:53:00.000000 UTC,30.8,FALSE,1.0,三上［認識分數],上課時間
class_391,市立鳳山區中山國小,高雄市,4,1,1,1,2025-05-27 02:30:00.000000 UTC,2025-05-27 02:30:00.000000 UTC,14.133333333333300,FALSE,1.0,三上［認識分數],上課時間
class_392,市立培英國中,新竹市,4,2,1,1,2025-05-27 07:12:00.000000 UTC,2025-06-02 02:42:00.000000 UTC,55.0,TRUE,0.5,四上［同分母分數的比較］,上課時間
class_393,市立喀哩國小,臺中市,5,1,1,1,2025-05-29 00:35:00.000000 UTC,2025-05-29 00:35:00.000000 UTC,12.600000000000000,FALSE,1.0,四上［同分母分數的比較］,上課時間
class_394,楊梅國中秀才分校,桃園市,,1,1,1,2025-06-01 03:28:00.000000 UTC,2025-06-01 03:28:00.000000 UTC,,FALSE,0.0,四上［同分母分數的比較］,無資料
class_395,市立大同國小,高雄市,,1,1,1,2025-06-01 04:34:00.000000 UTC,2025-06-01 04:34:00.000000 UTC,96.800000000000000,FALSE,1.0,四上［同分母分數加減］,上課時間
class_396,市立福山國小,高雄市,2,1,1,1,2025-06-04 04:58:00.000000 UTC,2025-06-04 04:58:00.000000 UTC,,FALSE,0.0,三上［認識分數],無資料
class_397,,高雄市,5,1,1,1,2025-06-06 02:06:00.000000 UTC,2025-06-06 02:06:00.000000 UTC,,FALSE,0.0,四上［同分母分數的比較］,無資料
class_398,縣立秀水國中,彰化縣,2,1,1,1,2025-06-10 01:58:00.000000 UTC,2025-06-10 01:58:00.000000 UTC,,FALSE,0.0,四上［同分母分數加減］,無資料
class_399,市立援中國小,高雄市,3,1,1,1,2025-06-10 07:52:00.000000 UTC,2025-06-10 07:52:00.000000 UTC,11.8,FALSE,1.0,三上［認識分數],課後輔導
class_400,市立南屯國小,臺中市,3,1,1,1,2025-06-10 08:40:00.000000 UTC,2025-06-10 08:40:00.000000 UTC,22.666666666666700,FALSE,1.0,三上［認識分數],課後輔導
class_401,市立石門實驗國中,新北市,,1,1,1,2025-06-14 06:39:00.000000 UTC,2025-06-14 06:39:00.000000 UTC,10.066666666666700,FALSE,1.0,三上［認識分數],上課時間