class_id,class_school,class_city,class_grade_inferred,class_total_missions,class_total_tasks,class_total_students,class_first_activity_date,class_last_activity_date,class_avg_quiz_seconds_taken,class_has_multi_week_activity,class_avg_completion_rate,class_distinct_task_names_by_id,class_peak_activity_slot,class_peak_activity_slot_customized,group_grade_inferred,group_task_name,group_total_students,group_total_missions,cutomized_slot_and_student
class_132,縣立清溝國小,宜蘭縣,5.0,2,1,10,2025-02-17 00:57:00.000000 UTC,2025-02-20 08:26:00.000000 UTC,71.3726708074535,False,0.631578947368421,五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 5,Grade 5,6-10,2-2.99,After-school Tutoring_6-10
class_134,市立龍潭國小,臺南市,6.0,3,3,10,2025-03-03 11:55:00.000000 UTC,2025-03-17 11:59:00.000000 UTC,23.6832460732984,True,0.7,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導,After-school Tutoring,Grade 6,Grade 3 + Grade 4 Combo (Comparison + Add/Sub),6-10,3-3.99,After-school Tutoring_6-10
class_136,市立忠義國小,新北市,5.0,1,1,10,2025-03-13 08:16:00.000000 UTC,2025-03-13 08:16:00.000000 UTC,49.32,False,0.5,五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 5,Grade 5,6-10,1-1.99,After-school Tutoring_6-10
class_137,縣立壯圍國小,宜蘭縣,4.0,1,1,10,2025-03-13 08:17:00.000000 UTC,2025-03-13 08:18:00.000000 UTC,75.6280991735537,False,0.9,五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 4,Grade 5,6-10,1-1.99,After-school Tutoring_6-10
class_139,私立上智國小,新竹縣,7.0,1,1,10,2025-03-28 04:40:00.000000 UTC,2025-03-28 04:40:00.000000 UTC,27.5,False,0.0,五上［異分母分數的比較與加減］,無資料,Others,Grade 7,Grade 5,6-10,1-1.99,Others_6-10
class_141,市立東陽國小,臺南市,3.0,1,1,10,2025-04-16 05:40:00.000000 UTC,2025-04-16 05:41:00.000000 UTC,17.4137931034483,False,0.7,三上［認識分數],上課時間,During Class,Grade 3,Grade 3,6-10,1-1.99,During Class_6-10
class_145,縣立信義國小,南投縣,5.0,1,1,9,2025-02-17 06:23:00.000000 UTC,2025-02-17 07:45:00.000000 UTC,197.404,False,1.0,五上［異分母分數的比較與加減］,上課時間,During Class,Grade 5,Grade 5,6-10,1-1.99,During Class_6-10
class_146,市立忠山實驗小學,新北市,4.0,1,1,9,2025-02-19 04:51:00.000000 UTC,2025-02-19 04:51:00.000000 UTC,38.1777777777778,False,1.0,四上［同分母分數的比較］,課後輔導,After-school Tutoring,Grade 4,Grade 4 (Comparison),6-10,1-1.99,After-school Tutoring_6-10
class_147,市立新市國小,臺南市,4.0,1,1,9,2025-02-19 07:24:00.000000 UTC,2025-02-19 07:24:00.000000 UTC,46.15,False,1.0,四上［同分母分數的比較］,上課時間,During Class,Grade 4,Grade 4 (Comparison),6-10,1-1.99,During Class_6-10
class_148,縣立富世國小,花蓮縣,5.0,1,1,9,2025-02-25 07:15:00.000000 UTC,2025-02-25 08:12:00.000000 UTC,66.5333333333333,False,0.888888888888889,五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 5,Grade 5,6-10,1-1.99,After-school Tutoring_6-10
class_149,楊梅國中秀才分校,桃園市,6.0,4,4,9,2025-03-04 08:15:00.000000 UTC,2025-03-20 07:59:00.000000 UTC,26.4465290806754,True,0.75,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］&五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 6,Grade 3 + Grade 4 Combo + Grade 5,6-10,4+,After-school Tutoring_6-10
class_150,市立西門國小,新竹市,5.0,3,3,9,2025-03-10 08:24:00.000000 UTC,2025-05-15 09:14:00.000000 UTC,50.469642857142894,True,1.0,四上［同分母分數的比較］&四上［同分母分數加減］&五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 5,Grade 4 Combo + Grade 5,6-10,3-3.99,After-school Tutoring_6-10
class_151,縣立康樂國小,花蓮縣,3.0,1,1,9,2025-03-14 07:59:00.000000 UTC,2025-03-18 00:34:00.000000 UTC,25.2761194029851,True,1.0,三上［認識分數],上課時間,During Class,Grade 3,Grade 3,6-10,1-1.99,During Class_6-10
class_152,市立文德國小,高雄市,5.0,1,1,9,2025-03-18 08:35:00.000000 UTC,2025-03-18 08:35:00.000000 UTC,29.44,False,0.111111111111111,五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 5,Grade 5,6-10,1-1.99,After-school Tutoring_6-10
class_153,縣立玉里國小,花蓮縣,6.0,1,1,9,2025-04-09 01:49:00.000000 UTC,2025-04-09 01:49:00.000000 UTC,74.42792792792791,False,1.0,五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 6,Grade 5,6-10,1-1.99,After-school Tutoring_6-10
class_154,市立嘉北國小,嘉義市,4.0,5,3,9,2025-05-09 08:13:00.000000 UTC,2025-06-10 07:43:00.000000 UTC,28.3531531531532,True,0.555555555555555,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導,After-school Tutoring,Grade 4,Grade 3 + Grade 4 Combo (Comparison + Add/Sub),6-10,4+,After-school Tutoring_6-10
class_157,市立陽明國小,高雄市,4.0,2,2,8,2025-02-11 09:16:00.000000 UTC,2025-02-11 09:18:00.000000 UTC,41.2137931034483,False,0.8125,四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導,After-school Tutoring,Grade 4,Grade 4 Combo (Comparison + Add/Sub),6-10,2-2.99,After-school Tutoring_6-10
class_159,市立公館國小,臺北市,3.0,3,1,8,2025-02-18 09:19:00.000000 UTC,2025-05-15 06:36:00.000000 UTC,26.3833333333333,True,0.857142857142857,三上［認識分數],課後輔導,After-school Tutoring,Grade 3,Grade 3,6-10,3-3.99,After-school Tutoring_6-10
class_160,縣立芎林國中,新竹縣,3.0,2,2,8,2025-02-23 06:18:00.000000 UTC,2025-02-23 06:19:00.000000 UTC,47.8780487804878,False,0.25,四上［同分母分數的比較］&五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 3,Grade 4 (Comparison) + Grade 5,6-10,2-2.99,After-school Tutoring_6-10
class_162,市立建國國小,臺中市,5.0,1,1,8,2025-02-26 06:45:00.000000 UTC,2025-02-26 06:45:00.000000 UTC,91.90259740259741,False,0.75,五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 5,Grade 5,6-10,1-1.99,After-school Tutoring_6-10
class_163,市立百福國中,基隆市,5.0,2,2,8,2025-03-03 08:26:00.000000 UTC,2025-03-24 08:38:00.000000 UTC,46.2770562770563,True,0.923076923076923,四上［同分母分數的比較］&五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 5,Grade 4 (Comparison) + Grade 5,6-10,2-2.99,After-school Tutoring_6-10
class_164,市立龍潭國小,臺南市,4.0,3,3,8,2025-03-06 08:17:00.000000 UTC,2025-04-08 08:41:00.000000 UTC,34.5070754716981,True,1.0,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導,After-school Tutoring,Grade 4,Grade 3 + Grade 4 Combo (Comparison + Add/Sub),6-10,3-3.99,After-school Tutoring_6-10
class_165,楊梅國中秀才分校,桃園市,3.0,2,1,8,2025-03-11 08:21:00.000000 UTC,2025-03-11 08:28:00.000000 UTC,30.3934426229508,False,1.0,三上［認識分數],課後輔導,After-school Tutoring,Grade 3,Grade 3,6-10,2-2.99,After-school Tutoring_6-10
class_166,縣立三民國小,宜蘭縣,3.0,2,1,8,2025-03-17 05:26:00.000000 UTC,2025-03-17 05:37:00.000000 UTC,23.2327586206897,False,1.0,三上［認識分數],上課時間,During Class,Grade 3,Grade 3,6-10,2-2.99,During Class_6-10
class_167,市立三光國小,新北市,5.0,1,1,8,2025-03-18 06:48:00.000000 UTC,2025-03-18 06:48:00.000000 UTC,,False,0.0,五上［異分母分數的比較與加減］,無資料,Others,Grade 5,Grade 5,6-10,1-1.99,Others_6-10
class_168,市立松竹國小,臺中市,4.0,1,1,8,2025-03-20 05:19:00.000000 UTC,2025-03-20 05:19:00.000000 UTC,53.012345679012306,False,0.375,四上［同分母分數加減］,課後輔導,After-school Tutoring,Grade 4,Grade 4 (Add/Sub),6-10,1-1.99,After-school Tutoring_6-10
class_170,市立海埔國小,高雄市,4.0,1,1,8,2025-03-28 05:25:00.000000 UTC,2025-03-28 05:25:00.000000 UTC,44.623655913978496,False,0.25,五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 4,Grade 5,6-10,1-1.99,After-school Tutoring_6-10
class_171,楊梅國中秀才分校,桃園市,3.0,1,1,8,2025-04-07 08:02:00.000000 UTC,2025-04-07 08:02:00.000000 UTC,22.4444444444444,False,0.375,三上［認識分數],課後輔導,After-school Tutoring,Grade 3,Grade 3,6-10,1-1.99,After-school Tutoring_6-10
class_172,市立新市國小,臺南市,3.0,2,1,8,2025-04-30 07:31:00.000000 UTC,2025-05-21 01:11:00.000000 UTC,35.8679245283019,True,0.6875,三上［認識分數],課後輔導,After-school Tutoring,Grade 3,Grade 3,6-10,2-2.99,After-school Tutoring_6-10
class_173,縣立椰油國小,臺東縣,4.0,3,3,8,2025-04-30 07:55:00.000000 UTC,2025-05-07 02:59:00.000000 UTC,59.4137115839244,True,0.958333333333333,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,上課時間,During Class,Grade 4,Grade 3 + Grade 4 Combo (Comparison + Add/Sub),6-10,3-3.99,During Class_6-10
class_174,,花蓮縣,3.0,1,1,8,2025-05-13 05:37:00.000000 UTC,2025-05-13 05:43:00.000000 UTC,14.1,False,0.25,三上［認識分數],上課時間,During Class,Grade 3,Grade 3,6-10,1-1.99,During Class_6-10
class_176,縣立水尾國小,彰化縣,4.0,1,1,8,2025-05-28 01:34:00.000000 UTC,2025-05-28 01:34:00.000000 UTC,71.64285714285711,False,0.875,四上［同分母分數的比較］,上課時間,During Class,Grade 4,Grade 4 (Comparison),6-10,1-1.99,During Class_6-10
class_177,市立內新國小,臺中市,4.0,1,1,8,2025-05-29 07:38:00.000000 UTC,2025-05-29 07:38:00.000000 UTC,41.8775510204082,False,0.5,四上［同分母分數的比較］,課後輔導,After-school Tutoring,Grade 4,Grade 4 (Comparison),6-10,1-1.99,After-school Tutoring_6-10
class_178,市立中正國小,新北市,4.0,1,1,8,2025-06-09 06:58:00.000000 UTC,2025-06-09 06:58:00.000000 UTC,16.3333333333333,False,0.25,四上［同分母分數的比較］,上課時間,During Class,Grade 4,Grade 4 (Comparison),6-10,1-1.99,During Class_6-10
class_179,市立中正國小,新北市,4.0,2,2,8,2025-06-09 07:04:00.000000 UTC,2025-06-09 07:06:00.000000 UTC,33.8319327731092,False,0.25,四上［同分母分數的比較］&四上［同分母分數加減］,早自習,Morning Self-study,Grade 4,Grade 4 Combo (Comparison + Add/Sub),6-10,2-2.99,Morning Self-study_6-10
class_181,縣立崎峰國小,屏東縣,3.0,1,1,7,2025-02-09 15:22:00.000000 UTC,2025-02-11 01:50:00.000000 UTC,17.8666666666667,True,0.857142857142857,三上［認識分數],上課時間,During Class,Grade 3,Grade 3,6-10,1-1.99,During Class_6-10
class_183,市立錦湖國小,臺南市,3.0,1,1,7,2025-02-13 00:12:00.000000 UTC,2025-02-13 00:12:00.000000 UTC,40.2380952380953,False,1.0,三上［認識分數],上課時間,During Class,Grade 3,Grade 3,6-10,1-1.99,During Class_6-10
class_184,市立龍泉國小,臺中市,5.0,1,1,7,2025-02-14 08:18:00.000000 UTC,2025-03-04 09:02:00.000000 UTC,39.05769230769231,True,1.0,五上［異分母分數的比較與加減］,上課時間,During Class,Grade 5,Grade 5,6-10,1-1.99,During Class_6-10
class_186,市立楠陽國小,高雄市,3.0,1,1,7,2025-03-03 08:25:00.000000 UTC,2025-03-03 08:50:00.000000 UTC,20.1780821917808,False,0.714285714285714,三上［認識分數],課後輔導,After-school Tutoring,Grade 3,Grade 3,6-10,1-1.99,After-school Tutoring_6-10
class_187,,新北市,6.0,1,1,7,2025-03-13 07:55:00.000000 UTC,2025-03-20 07:12:00.000000 UTC,58.2558139534884,True,0.714285714285714,五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 6,Grade 5,6-10,1-1.99,After-school Tutoring_6-10
class_188,市立龍潭國小,臺南市,6.0,2,2,7,2025-03-17 11:56:00.000000 UTC,2025-03-17 11:57:00.000000 UTC,80.7,False,0.0833333333333333,三上［認識分數]&四上［同分母分數的比較］,放學後,Others,Grade 6,Grade 3 + Grade 4 (Comparison),6-10,2-2.99,Others_6-10
class_189,市立頭汴國小,臺中市,4.0,6,3,7,2025-03-18 08:50:00.000000 UTC,2025-05-13 08:45:00.000000 UTC,37.520895522388095,True,1.0,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導,After-school Tutoring,Grade 4,Grade 3 + Grade 4 Combo (Comparison + Add/Sub),6-10,4+,After-school Tutoring_6-10
class_190,市立文德國小,新北市,4.0,2,2,7,2025-03-20 08:12:00.000000 UTC,2025-03-31 08:35:00.000000 UTC,21.3481481481482,True,0.461538461538462,三上［認識分數]&四上［同分母分數的比較］,課後輔導,After-school Tutoring,Grade 4,Grade 3 + Grade 4 (Comparison),6-10,2-2.99,After-school Tutoring_6-10
class_191,縣立龍港國小,嘉義縣,3.0,1,1,7,2025-03-23 23:50:00.000000 UTC,2025-03-23 23:50:00.000000 UTC,31.9868421052632,False,0.857142857142857,三上［認識分數],上課時間,During Class,Grade 3,Grade 3,6-10,1-1.99,During Class_6-10
class_193,國立臺東大學,臺東縣,6.0,2,1,7,2025-04-01 08:25:00.000000 UTC,2025-04-01 08:36:00.000000 UTC,41.3718592964824,False,0.888888888888889,五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 6,Grade 5,6-10,2-2.99,After-school Tutoring_6-10
class_194,縣立竹興國小,苗栗縣,4.0,2,2,7,2025-04-11 06:37:00.000000 UTC,2025-04-18 05:19:00.000000 UTC,38.780612244898,True,0.714285714285714,四上［同分母分數的比較］&四上［同分母分數加減］,上課時間,During Class,Grade 4,Grade 4 Combo (Comparison + Add/Sub),6-10,2-2.99,During Class_6-10
class_195,縣立大同國小,屏東縣,6.0,1,1,7,2025-04-12 04:02:00.000000 UTC,2025-04-14 08:30:00.000000 UTC,30.7333333333333,True,0.0,五上［異分母分數的比較與加減］,無資料,Others,Grade 6,Grade 5,6-10,1-1.99,Others_6-10
class_196,縣立隙頂國小,嘉義縣,3.0,1,1,7,2025-04-16 12:18:00.000000 UTC,2025-04-16 12:18:00.000000 UTC,17.0666666666667,False,0.285714285714286,三上［認識分數],放學後,Others,Grade 3,Grade 3,6-10,1-1.99,Others_6-10
class_197,市立永寧國小,臺中市,3.0,2,2,7,2025-04-23 05:06:00.000000 UTC,2025-04-23 07:42:00.000000 UTC,151.934640522876,False,0.857142857142857,三上［認識分數]&四上［同分母分數加減］,上課時間,During Class,Grade 3,Grade 3 + Grade 4 (Add/Sub),6-10,2-2.99,During Class_6-10
class_198,縣立大城國小,彰化縣,4.0,2,2,7,2025-05-07 05:10:00.000000 UTC,2025-05-07 05:10:00.000000 UTC,41.5954198473283,False,0.428571428571429,四上［同分母分數的比較］&四上［同分母分數加減］,上課時間,During Class,Grade 4,Grade 4 Combo (Comparison + Add/Sub),6-10,2-2.99,During Class_6-10
class_199,縣立安興國小,新竹縣,3.0,1,1,7,2025-05-09 06:06:00.000000 UTC,2025-05-23 06:28:00.000000 UTC,20.56,True,0.714285714285714,三上［認識分數],上課時間,During Class,Grade 3,Grade 3,6-10,1-1.99,During Class_6-10
class_200,市立武漢國中,桃園市,10.0,1,1,7,2025-05-13 04:58:00.000000 UTC,2025-05-14 03:10:00.000000 UTC,41.425,False,0.285714285714286,四上［同分母分數的比較］,課後輔導,After-school Tutoring,Grade 10,Grade 4 (Comparison),6-10,1-1.99,After-school Tutoring_6-10
class_201,縣立水利國小,屏東縣,2.0,1,1,7,2025-05-15 02:41:00.000000 UTC,2025-05-15 02:41:00.000000 UTC,17.0666666666667,False,0.857142857142857,三上［認識分數],上課時間,During Class,Grade 2,Grade 3,6-10,1-1.99,During Class_6-10
class_202,市立立人國小,臺南市,3.0,1,1,7,2025-05-19 07:52:00.000000 UTC,2025-05-19 07:52:00.000000 UTC,18.1428571428571,False,0.142857142857143,三上［認識分數],課後輔導,After-school Tutoring,Grade 3,Grade 3,6-10,1-1.99,After-school Tutoring_6-10
class_204,楊梅國中秀才分校,桃園市,4.0,3,1,7,2025-05-27 07:34:00.000000 UTC,2025-05-27 08:14:00.000000 UTC,23.73,False,0.25,四上［同分母分數的比較］,課後輔導,After-school Tutoring,Grade 4,Grade 4 (Comparison),6-10,3-3.99,After-school Tutoring_6-10
class_207,市立三慈國小,臺南市,4.0,1,1,6,2025-02-07 06:02:00.000000 UTC,2025-02-07 06:02:00.000000 UTC,39.0625,False,0.666666666666667,四上［同分母分數的比較］,課後輔導,After-school Tutoring,Grade 4,Grade 4 (Comparison),6-10,1-1.99,After-school Tutoring_6-10
class_210,縣立五結國小,宜蘭縣,3.0,1,1,6,2025-02-13 08:13:00.000000 UTC,2025-02-13 08:13:00.000000 UTC,39.3444444444444,False,1.0,三上［認識分數],課後輔導,After-school Tutoring,Grade 3,Grade 3,6-10,1-1.99,After-school Tutoring_6-10
class_211,市立彭福國小,新北市,6.0,3,3,6,2025-02-13 08:13:00.000000 UTC,2025-02-27 08:20:00.000000 UTC,34.069587628866,True,1.0,四上［同分母分數的比較］&四上［同分母分數加減］&五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 6,Grade 4 Combo + Grade 5,6-10,3-3.99,After-school Tutoring_6-10
class_214,市立石門國小,桃園市,5.0,1,1,6,2025-02-25 08:06:00.000000 UTC,2025-02-25 08:06:00.000000 UTC,82.0661157024794,False,0.666666666666667,五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 5,Grade 5,6-10,1-1.99,After-school Tutoring_6-10
class_215,縣立明利國小,花蓮縣,3.0,3,1,6,2025-02-27 04:44:00.000000 UTC,2025-03-27 07:18:00.000000 UTC,30.3959731543624,True,0.555555555555556,三上［認識分數],課後輔導,After-school Tutoring,Grade 3,Grade 3,6-10,3-3.99,After-school Tutoring_6-10
class_216,縣立北濱國小,花蓮縣,4.0,1,1,6,2025-02-27 07:28:00.000000 UTC,2025-04-10 08:00:00.000000 UTC,32.825,True,1.0,四上［同分母分數的比較］,課後輔導,After-school Tutoring,Grade 4,Grade 4 (Comparison),6-10,1-1.99,After-school Tutoring_6-10
class_217,市立三峽國小,新北市,6.0,1,1,6,2025-03-03 07:14:00.000000 UTC,2025-03-03 07:14:00.000000 UTC,60.76510067114089,False,1.0,五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 6,Grade 5,6-10,1-1.99,After-school Tutoring_6-10
class_218,,新竹市,3.0,1,1,6,2025-03-05 00:09:00.000000 UTC,2025-03-05 00:32:00.000000 UTC,34.2933333333333,False,0.666666666666667,三上［認識分數],早自習,Morning Self-study,Grade 3,Grade 3,6-10,1-1.99,Morning Self-study_6-10
class_219,縣立文澳國小,澎湖縣,3.0,1,1,6,2025-03-06 07:23:00.000000 UTC,2025-03-06 07:23:00.000000 UTC,23.0666666666667,False,1.0,三上［認識分數],上課時間,During Class,Grade 3,Grade 3,6-10,1-1.99,During Class_6-10
class_220,縣立文澳國小,澎湖縣,5.0,1,1,6,2025-03-06 08:30:00.000000 UTC,2025-03-20 08:18:00.000000 UTC,32.7142857142857,True,0.833333333333333,五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 5,Grade 5,6-10,1-1.99,After-school Tutoring_6-10
class_222,縣立五結國小,宜蘭縣,4.0,2,2,6,2025-03-17 08:35:00.000000 UTC,2025-03-20 08:56:00.000000 UTC,32.7846153846154,False,1.0,四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導,After-school Tutoring,Grade 4,Grade 4 Combo (Comparison + Add/Sub),6-10,2-2.99,After-school Tutoring_6-10
class_224,市立龍潭國小,臺南市,4.0,3,3,6,2025-03-25 08:04:00.000000 UTC,2025-05-15 08:49:00.000000 UTC,34.4,True,0.722222222222222,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導,After-school Tutoring,Grade 4,Grade 3 + Grade 4 Combo (Comparison + Add/Sub),6-10,3-3.99,After-school Tutoring_6-10
class_225,市立介壽國小,新北市,3.0,1,1,6,2025-04-26 06:18:00.000000 UTC,2025-04-26 06:18:00.000000 UTC,13.9111111111111,False,0.833333333333333,三上［認識分數],課後輔導,After-school Tutoring,Grade 3,Grade 3,6-10,1-1.99,After-school Tutoring_6-10
class_226,市立長億國小,臺中市,4.0,1,1,6,2025-05-12 08:30:00.000000 UTC,2025-05-12 08:30:00.000000 UTC,34.0617283950617,False,1.0,三上［認識分數],課後輔導,After-school Tutoring,Grade 4,Grade 3,6-10,1-1.99,After-school Tutoring_6-10
class_227,縣立水源國小,花蓮縣,6.0,1,1,6,2025-05-12 08:34:00.000000 UTC,2025-05-12 08:34:00.000000 UTC,33.9916666666667,False,1.0,四上［同分母分數加減］,課後輔導,After-school Tutoring,Grade 6,Grade 4 (Add/Sub),6-10,1-1.99,After-school Tutoring_6-10
class_228,市立文化國小,桃園市,5.0,3,3,6,2025-05-12 13:22:00.000000 UTC,2025-05-12 13:23:00.000000 UTC,20.624,False,0.388888888888889,三上［認識分數]&四上［同分母分數的比較］&四上［同分母分數加減］,上課時間,During Class,Grade 5,Grade 3 + Grade 4 Combo (Comparison + Add/Sub),6-10,3-3.99,During Class_6-10
class_229,市立中正國小,新北市,4.0,1,1,6,2025-05-20 05:08:00.000000 UTC,2025-05-20 05:08:00.000000 UTC,22.0833333333333,False,0.333333333333333,四上［同分母分數的比較］,上課時間,During Class,Grade 4,Grade 4 (Comparison),6-10,1-1.99,During Class_6-10
class_233,縣立明利國小,花蓮縣,4.0,2,2,6,2025-06-02 06:30:00.000000 UTC,2025-06-02 06:30:00.000000 UTC,14.0869565217391,False,0.333333333333333,三上［認識分數]&四上［同分母分數的比較］,課後輔導,After-school Tutoring,Grade 4,Grade 3 + Grade 4 (Comparison),6-10,2-2.99,After-school Tutoring_6-10
class_234,市立高峰國小,新竹市,4.0,2,2,6,2025-06-02 07:17:00.000000 UTC,2025-06-05 07:54:00.000000 UTC,42.227272727272705,False,1.0,四上［同分母分數的比較］&四上［同分母分數加減］,課後輔導,After-school Tutoring,Grade 4,Grade 4 Combo (Comparison + Add/Sub),6-10,2-2.99,After-school Tutoring_6-10
class_235,縣立潮州國小,屏東縣,3.0,1,1,6,2025-06-10 08:31:00.000000 UTC,2025-06-10 08:31:00.000000 UTC,37.1555555555556,False,0.666666666666667,三上［認識分數],課後輔導,After-school Tutoring,Grade 3,Grade 3,6-10,1-1.99,After-school Tutoring_6-10
class_237,縣立合橫國小,澎湖縣,4.0,1,1,5,2025-02-17 08:12:00.000000 UTC,2025-02-17 08:12:00.000000 UTC,26.75,False,1.0,四上［同分母分數的比較］,課後輔導,After-school Tutoring,Grade 4,Grade 4 (Comparison),1-5,1-1.99,After-school Tutoring_1-5
class_240,市立中原國小,桃園市,6.0,1,1,5,2025-03-04 03:09:00.000000 UTC,2025-04-28 06:40:00.000000 UTC,,True,0.0,五上［異分母分數的比較與加減］,無資料,Others,Grade 6,Grade 5,1-5,1-1.99,Others_1-5
class_241,楊梅國中秀才分校,桃園市,5.0,1,1,5,2025-03-04 04:43:00.000000 UTC,2025-03-04 07:35:00.000000 UTC,87.9195402298851,False,0.6,五上［異分母分數的比較與加減］,課後輔導,After-school Tutoring,Grade 5,Grade 5,1-5,1-1.99,After-school Tutoring_1-5
class_245,市立協成國小,臺中市,2.0,6,2,5,2025-03-11 08:12:00.000000 UTC,2025-06-06 07:56:00.000000 UTC,22.024154589372,True,0.8125,三上［認識分數]&四上［同分母分數的比較］,課後輔導,After-school Tutoring,Grade 2,Grade 3 + Grade 4 (Comparison),1-5,4+,After-school Tutoring_1-5
class_246,楊梅國中秀才分校,桃園市,5.0,1,1,5,2025-03-17 00:00:00.000000 UTC,2025-03-24 00:07:00.000000 UTC,26.0444444444444,True,0.8,五上［異分母分數的比較與加減］,早自習,Morning Self-study,Grade 5,Grade 5,1-5,1-1.99,Morning Self-study_1-5
class_247,縣立光華國小,南投縣,4.0,1,1,5,2025-03-18 05:23:00.000000 UTC,2025-03-18 05:23:00.000000 UTC,,False,0.0,五上［異分母分數的比較與加減］,無資料,Others,Grade 4,Grade 5,1-5,1-1.99,Others_1-5
